번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),업무구분명,상세업무구분명,권리주체일련번호,총직원수
5076,동물병원,02_03_01_P,3220000,,2019-02-01,,1,영업/정상,0,정상,,,,,02-566-5852,0,,서울특별시 강남구 역삼동 834-45번지 동광빌딩 1층,"서울특별시 강남구 역삼로 138, 동광빌딩 1층 (역삼동)",6250,하나카동물병원,2019-02-19 18:21,U,2019-02-21 2:40,,202999.7753,443558.5126,동물병원,,0,
5080,동물병원,02_03_01_P,3220000,,2019-01-14,,1,영업/정상,0,정상,,,,,02-549-9773,0,,서울특별시 강남구 압구정동 426번지 현대아파트 상가 1동 201호,"서울특별시 강남구 압구정로 151, 상가 1동 201호 (압구정동, 현대아파트)",6001,튼튼동물병원,2019-01-29 14:12,U,2019-01-31 2:40,,202094.1802,447109.4973,동물병원,,0,
5087,동물병원,02_03_01_P,3240000,,2019-03-29,,1,영업/정상,0,정상,,,,,02-426-7722,,,서울특별시 강동구 강일동 679-2번지 MIDC빌딩,"서울특별시 강동구 아리수로 421, MIDC빌딩 101호 (강일동)",5211,아프리카동물병원,2019-03-29 17:04,I,2019-03-31 2:20,,215311.0876,451385.8414,동물병원,,0,
5095,동물병원,02_03_01_P,3050000,,2022-04-26,,1,영업/정상,0,정상,,,,,262170202,,,서울특별시 동대문구 답십리동 259-22,"서울특별시 동대문구 전농로 57-1, 1층,2층,지하1층 동대문 루시드 동물메디컬센터 (답십리동)",2600,동대문 루시드 동물메디컬센터,2022-08-19 16:17,U,2022-08-21 2:40,,204958.8908,451983.5727,동물병원,,0,0
5097,동물병원,02_03_01_P,3120000,,2023-08-30,,1,영업/정상,0,정상,,,,,02-302-7502,68.06,,서울특별시 서대문구 홍은동 400-1 1층 우측상가,"서울특별시 서대문구 가좌로 113, 1층 (홍은동)",3675,장승준동물치과병원,2023-08-30 8:59,I,2023-09-01 0:18,,193354.6035,453367.067,동물병원,,0,0
5099,동물병원,02_03_01_P,3220000,,2023-09-08,,1,영업/정상,0,정상,,,,,,0,,서울특별시 강남구 논현동 10-5 402호,"서울특별시 강남구 논현로149길 35, 402호 (논현동)",6040,The Ark(디아크),2024-01-30 14:03,U,2024-02-01 2:40,,202197.7211,446152.9167,동물병원,,0,0
5102,동물병원,02_03_01_P,3110000,,2023-08-30,,1,영업/정상,0,정상,,,,,02-304-7772,,,서울특별시 은평구 수색동 341-6,"서울특별시 은평구 수색로 322, DMC SK뷰 아이파크 포레 2동 1층 105호 (수색동)",3488,수색동물병원,2023-08-30 9:40,I,2023-09-01 0:18,,190470.5711,453719.2268,동물병원,,0,0
5105,동물병원,02_03_01_P,3000000,,2023-08-21,,1,영업/정상,0,정상,,,,,02-762-7582,44.9,,서울특별시 종로구 혜화동 53-11 2층,"서울특별시 종로구 창경궁로35길 19, 2층 (혜화동)",3076,뉴욕동물병원,2023-08-21 9:57,I,2023-08-23 0:18,,200079.664,453836.0986,동물병원,,0,0
5112,동물병원,02_03_01_P,3220000,,2023-08-04,,1,영업/정상,0,정상,,,,,02-6207-5551,,,서울특별시 강남구 개포동 1283 개포자이르네,"서울특별시 강남구 언주로7길 6, 101,102,103,113호 (개포동, 개포자이르네)",6310,헤이든동물병원,2023-08-04 10:56,I,2023-08-06 0:18,,204824.6761,441809.5617,동물병원,,0,0
5114,동물병원,02_03_01_P,3150000,,2023-08-17,,1,영업/정상,0,정상,,,,,02-3663-6575,0,,서울특별시 강서구 등촌동 639-11 홈플러스강서점앤본사사옥,"서울특별시 강서구 화곡로 398, 홈플러스강서점앤본사사옥 4층 (등촌동)",7567,웰니스동물병원,2024-03-14 16:59,U,2024-03-16 2:40,,187119.9482,450691.5932,동물병원,,0,0
5115,동물병원,02_03_01_P,3230000,,2023-08-29,,1,영업/정상,0,정상,,,,,02-423-2088,0,,서울특별시 송파구 석촌동 235-2 금산빌딩,"서울특별시 송파구 백제고분로 294, 금산빌딩 1층 (석촌동)",5680,한걸음더 재활한방 동물병원,2023-08-29 14:00,I,2023-08-31 0:18,,208716.2248,444472.5559,동물병원,,0,0
5130,동물병원,02_03_01_P,3230000,,2023-08-21,,1,영업/정상,0,정상,,,,,02-419-5959,,,서울특별시 송파구 석촌동 24-11 석촌호수 나인파크 A,"서울특별시 송파구 송파대로49길 52, 석촌호수 나인파크 A 1층 101호 (석촌동)",5611,석촌호수동물병원,2023-08-23 11:15,U,2023-08-25 2:40,,208681.4022,444879.0567,동물병원,,0,0
5133,동물병원,02_03_01_P,3150000,,2023-07-27,,1,영업/정상,0,정상,,,,,02-6952-3676,0,,서울특별시 강서구 가양동 1458 가양골프장,"서울특별시 강서구 강서로 506, 가양골프장 A동 102,103호 (가양동)",7529,보타닉동물병원,2023-07-27 9:06,I,2023-07-30 0:18,,185983.8367,452051.6029,동물병원,,0,0
5140,동물병원,02_03_01_P,3040000,,2003-09-26,,1,영업/정상,0,정상,,,,,02-457-4545,125.4,,서울특별시 광진구 구의동 68-37,서울특별시 광진구 광나루로 507 (구의동),4976,광진동물의료센터,2023-07-20 16:50,I,2023-07-22 0:18,,207526.5902,449223.7496,동물병원,,0,0
5149,동물병원,02_03_01_P,3060000,,2023-07-21,,1,영업/정상,0,정상,,,,,070-8660-0936,602.02,,서울특별시 중랑구 면목동 146-75,"서울특별시 중랑구 동일로 640, 지하1, 지상4층 (면목동)",2140,로얄동물외과수술센터,2023-08-04 16:51,U,2023-08-06 2:40,,207017.8153,453914.6398,동물병원,,0,0
5238,동물병원,02_03_01_P,5070000,,2017-05-12,,1,영업/정상,0,정상,,,,,054-840-8251,199.98,,,경상북도 안동시 도산면 퇴계로 2150-44,36605,경상북도 야생동물 구조관리센터,2023-04-13 16:00,U,2023-05-26 8:48,,363148.4728,357671.9662,동물병원,,0,0
5239,동물병원,02_03_01_P,5070000,,2017-03-09,,1,영업/정상,0,정상,,,,,054-858-5120,29.25,,,경상북도 안동시 풍산읍 풍산태사로 1077-2,36621,풍산동물병원,2017-03-10 11:22,I,2018-08-31 23:59,,340964.368,342915.1995,동물병원,,0,
5464,동물병원,02_03_01_P,4050000,,2013-10-30,,1,영업/정상,0,정상,,,,,031-213-7522,45.43,,,"경기도 용인시 수지구 광교중앙로 302, 1층 101호 (상현동, 광교지구 블루스퀘어)",448-130,웰 동물병원,2013-10-30 21:36,I,2018-08-31 23:59,,,,동물병원,,0,
5576,동물병원,02_03_01_P,3820000,,2013-07-25,,1,영업/정상,0,정상,,,,,031-852-7733,0,,,"경기도 의정부시 용현로 152, 103호 (민락동)",11808,서울동물병원,2013-07-30 12:53,I,2018-08-31 23:59,,208100.9843,470901.6782,동물병원,,0,
5577,동물병원,02_03_01_P,3820000,,2014-03-26,,1,영업/정상,0,정상,,,,,848-4598,54,,,경기도 의정부시 태평로 116 (의정부동),11693,제일동물병원,2014-03-26 19:14,I,2018-08-31 23:59,,204497.4421,471155.3774,동물병원,,0,
5611,동물병원,02_03_01_P,3200000,,2019-04-03,,1,영업/정상,0,정상,,,,,02-6956-2475,0,,서울특별시 관악구 봉천동 1673-21 1층 103호,"서울특별시 관악구 남부순환로 1861, 1층 103호 (봉천동)",8739,24시 굿케어동물의료센터,2024-04-25 9:41,U,2024-04-27 2:40,,196120.0397,441980.4754,동물병원,,0,0
5612,동물병원,02_03_01_P,3090000,,2019-04-18,,1,영업/정상,0,정상,,,,,6369-0075,,,서울특별시 도봉구 도봉동 623-103번지 1층,"서울특별시 도봉구 마들로 695, 1층 (도봉동)",1328,빛가온동물병원,2019-04-18 15:03,I,2019-04-20 2:20,,204021.1148,463311.6513,동물병원,,0,
5613,동물병원,02_03_01_P,3080000,,2019-04-24,,1,영업/정상,0,정상,,,,,02-946-0011,108,,서울특별시 강북구 미아동 561-2 현대성우아파트 102동 110호,"서울특별시 강북구 삼양로24길 19, 102동 110호 (미아동, 현대성우아파트)",1201,아이사랑동물병원,2024-03-26 17:09,U,2024-03-28 2:40,,201882.0268,457207.4598,동물병원,,0,0
5615,동물병원,02_03_01_P,3010000,,2019-04-01,,1,영업/정상,0,정상,,,,,02-2232-9702,144,,서울특별시 중구 신당동 353-130,"서울특별시 중구 다산로 83-1, 3층 (신당동)",4599,애니컴 메디컬센터,2023-11-24 15:30,U,2023-11-26 2:40,,200640.4663,449978.4936,동물병원,,0,0
5630,동물병원,02_03_01_P,3230000,,2019-05-24,,1,영업/정상,0,정상,,,,,,0,,서울특별시 송파구 거여동 20-5번지 정림빌딩,"서울특별시 송파구 오금로 473, 정림빌딩 (거여동)",5744,온마음 동물메디컬센터,2019-05-24 10:40,I,2019-05-26 2:20,,212481.1143,443607.2504,동물병원,,0,
5634,동물병원,02_03_01_P,3110000,,2019-05-07,,1,영업/정상,0,정상,,,,,02-6964-8276,0,,서울특별시 은평구 녹번동 215,서울특별시 은평구 은평로 213 (녹번동),3383,치유동물의료센터,2024-01-08 14:14,U,2024-01-10 2:40,,193868.1549,455457.0167,동물병원,,0,0
5636,동물병원,02_03_01_P,3090000,,2019-04-10,,1,영업/정상,0,정상,,,,,3491-8000,,,서울특별시 도봉구 방학동 680-1 1층,"서울특별시 도봉구 도봉로 669, 1층 (방학동)",1346,현대종합동물병원,2023-07-25 9:43,U,2023-07-27 2:40,,203641.7771,462446.5016,동물병원,,0,0
5646,동물병원,02_03_01_P,3220000,,2019-06-01,,1,영업/정상,0,정상,,,,,02-545-4975,0,,서울특별시 강남구 신사동 586-3 영석빌딩,"서울특별시 강남구 논현로 813, 영석빌딩 지하1층,1층 (신사동)",6032,에이드동물병원,2023-09-19 14:32,U,2023-09-21 2:40,,202383.0716,446552.3598,동물병원,,0,0
5659,동물병원,02_03_01_P,3010000,,2019-05-13,,1,영업/정상,0,정상,,,,,02-2038-7555,91,,서울특별시 중구 신당동 102-6번지,"서울특별시 중구 다산로 230, 하나빌딩 1층 (신당동)",4585,메종동물병원,2019-05-13 9:02,I,2019-05-15 2:21,,201341.7923,451246.5719,동물병원,,0,0
5661,동물병원,02_03_01_P,3150000,,2019-05-14,,1,영업/정상,0,정상,,,,,2666-7990,,,서울특별시 강서구 마곡동 743-4번지 마곡엠밸리7단지,"서울특별시 강서구 마곡서로 133, 712동 102-1호 (마곡동, 마곡엠밸리7단지)",7798,참동물병원,2019-05-14 8:33,I,2019-05-16 2:20,,184333.0321,451471.101,동물병원,,0,
5665,동물병원,02_03_01_P,3030000,,2019-05-13,,1,영업/정상,0,정상,,,,,234094640,30.68,,서울특별시 성동구 송정동 79-2번지,서울특별시 성동구 광나루로 337 (송정동),4801,수동물병원,2019-05-13 16:50,I,2019-05-15 2:21,,205868.7289,449587.0093,동물병원,,0,
5667,동물병원,02_03_01_P,3020000,,2019-04-19,,1,영업/정상,0,정상,,,,,02-719-8275,,,서울특별시 용산구 청파동2가 90-20번지 지상1층,"서울특별시 용산구 청파로47길 16, 지상1층 (청파동2가)",4309,원스동물병원,2019-04-19 14:08,I,2019-04-21 2:20,,197234.1315,449191.5608,동물병원,,0,
5672,동물병원,02_03_01_P,3010000,,2019-06-20,,1,영업/정상,0,정상,,,,,02-2234-7585,52.89,,서울특별시 중구 황학동 2545 롯데캐슬베네치아,"서울특별시 중구 청계천로 400, 지하 1층 (황학동, 롯데캐슬베네치아)",4572,웰니스클리닉(청계천점),2022-12-29 18:12,U,2022-12-31 2:40,,201823.909,452076.8187,동물병원,,0,0
5681,동물병원,02_03_01_P,3220000,,2023-06-22,,1,영업/정상,0,정상,,,,,02-540-7522,,,서울특별시 강남구 신사동 627-21 3층,"서울특별시 강남구 언주로 813, 3층 (신사동)",6024,케어덴 동물치과&내과병원,2023-06-22 15:45,I,2023-06-24 0:19,,202836.742,446751.3232,동물병원,,0,0
5684,동물병원,02_03_01_P,3090000,,2023-06-14,,1,영업/정상,0,정상,,,,,999-7582,,,서울특별시 도봉구 쌍문동 474-4,서울특별시 도봉구 우이천로 446-3 (쌍문동),1372,동물병원 비아츠,2023-06-14 11:17,I,2023-06-16 0:19,,201440.3961,461200.8812,동물병원,,0,0
5686,동물병원,02_03_01_P,3230000,,2023-06-27,,1,영업/정상,0,정상,,,,,02-6953-7599,,,서울특별시 송파구 방이동 180-3 올림픽타워빌,"서울특별시 송파구 백제고분로 506, 2층 (방이동, 올림픽타워빌)",5627,바로슬동물병원,2023-06-27 16:23,I,2023-06-29 0:19,,210147.6494,445888.0447,동물병원,,0,0
5698,동물병원,02_03_01_P,3180000,,2023-06-28,,1,영업/정상,0,정상,,,,,,,,서울특별시 영등포구 신길동 362-22,"서울특별시 영등포구 도신로 86, 1층 (신길동)",7382,신길S동물의료센터,2023-06-28 11:30,I,2023-06-30 0:19,,191259.3784,444946.7297,동물병원,,0,0
5760,동물병원,02_03_01_P,3460000,,2015-02-17,,1,영업/정상,0,정상,,,,,,429.1,,,대구광역시 수성구 달구벌대로 2367 (수성동4가),42017,따뜻한 on동물병원,2015-02-17 15:27,I,2018-08-31 23:59,,346406.434,263413.6456,동물병원,,0,
5761,동물병원,02_03_01_P,3460000,,2015-04-10,,1,영업/정상,0,정상,,,,,762-7942,0,,,대구광역시 수성구 동대구로 247 (범어동),42140,스마트동물병원,2023-11-29 16:52,U,2023-12-01 2:40,,346709.8968,262602.7882,동물병원,,0,0
5847,동물병원,02_03_01_P,5100000,,2016-05-03,,1,영업/정상,0,정상,,,,,054-333-0275,150,,,경상북도 영천시 호국로 15 (문외동),38855,누리동물병원,2016-05-03 17:55,I,2018-08-31 23:59,,374916.4752,276341.4769,동물병원,,0,
6077,동물병원,02_03_01_P,4070000,,1979-10-11,,1,영업/정상,0,정상,,,,,031-635-2371,0,,,경기도 이천시 어재연로 24-0 (중리동),17374,이천동물병원「산업동물 출장진료 전문」,2024-03-19 20:20,U,2024-03-21 2:40,,239348.7485,419751.7879,동물병원,,0,0
6147,동물병원,02_03_01_P,3180000,,2019-05-31,,1,영업/정상,0,정상,,,,,02-832-7975,0,,서울특별시 영등포구 신길동 4945번지 래미안프레비뉴,"서울특별시 영등포구 가마산로 442, 상가동 B207, 208호 (신길동, 래미안프레비뉴)",7395,라이프 동물병원,2019-05-31 17:34,I,2019-06-02 2:21,,191810.3157,444749.0508,동물병원,,0,0
6148,동물병원,02_03_01_P,3180000,,2019-05-31,,1,영업/정상,0,정상,,,,,02-2632-2307,,,서울특별시 영등포구 영등포동7가 203번지 아크로타워 스퀘어,"서울특별시 영등포구 국회대로54길 10, 근린생활시설 6동 2호 (영등포동7가, 아크로타워 스퀘어)",7246,영등포아크로 동물병원,2019-05-31 17:45,I,2019-06-02 2:21,,191687.4929,446910.5408,동물병원,,0,0
6154,동물병원,02_03_01_P,3010000,,2019-08-01,,1,영업/정상,0,정상,,,,,02-6965-7502,0,,서울특별시 중구 을지로5가 133-1 뉴천지관광호텔,"서울특별시 중구 을지로38길 20, 뉴천지관광호텔 2층 (을지로5가)",4561,헬릭스동물심장수술센터,2023-06-19 18:21,U,2023-06-21 2:40,,200225.9831,451511.2628,동물병원,,0,0
6155,동물병원,02_03_01_P,3010000,,2019-08-01,,1,영업/정상,0,정상,,,,,02-6956-7502,0,,서울특별시 중구 을지로5가 133-1 뉴천지관광호텔,"서울특별시 중구 을지로38길 20, 뉴천지관광호텔 1층 (을지로5가)",4561,헬릭스동물암센터,2023-06-19 17:15,U,2023-06-21 2:40,,200225.9831,451511.2628,동물병원,,0,0
6156,동물병원,02_03_01_P,3010000,,2019-08-01,,1,영업/정상,0,정상,,,,,02-6956-7502,0,,서울특별시 중구 을지로5가 133-1 뉴천지관광호텔,"서울특별시 중구 을지로38길 20, 뉴천지관광호텔 1층 (을지로5가)",4561,서울동물영상종양센터,2023-05-11 14:05,U,2023-05-13 2:40,,200225.9831,451511.2628,동물병원,,0,0
6157,동물병원,02_03_01_P,3220000,,2019-09-20,,1,영업/정상,0,정상,,,,,02-501-8275,0,,서울특별시 강남구 대치동 990-1 무진빌딩,"서울특별시 강남구 도곡로 520, 무진빌딩 1층 (대치동)",6282,대치동물메디컬센터,2022-09-05 12:49,U,2022-09-07 2:40,,205540.4659,444135.76,동물병원,,0,0
6159,동물병원,02_03_01_P,3070000,,2019-09-27,,1,영업/정상,0,정상,,,,,02-927-7517,25.1,,서울특별시 성북구 동선동5가 1번지,"서울특별시 성북구 아리랑로 18, 1층 101호 (동선동5가)",2829,성신동물병원,2019-09-27 16:08,I,2019-09-29 2:22,,201372.3781,454689.0376,동물병원,,0,
6160,동물병원,02_03_01_P,3030000,,2019-09-19,,1,영업/정상,0,정상,,,,,02-2295-9888,47.5,,서울특별시 성동구 하왕십리동 1070 센트라스상가 D동 106호,"서울특별시 성동구 왕십리로 410, D동 106호 (하왕십리동, 센트라스)",4701,베이지동물병원,2022-06-23 18:14,U,2022-06-25 2:40,,202372.912,451536.6809,동물병원,,0,0
6167,동물병원,02_03_01_P,3090000,,2019-09-05,,1,영업/정상,0,정상,,,,,955-6530,0,,서울특별시 도봉구 도봉동 636-12 킴스타워,"서울특별시 도봉구 마들로 664, 킴스타워 2층 (도봉동)",1330,김미경 동물병원,2023-05-08 17:17,U,2023-05-10 2:40,,204033.0295,463003.5445,동물병원,,0,0
6168,동물병원,02_03_01_P,3060000,,2019-09-06,,1,영업/정상,0,정상,,,,,02-433-7515,,,서울특별시 중랑구 신내동 563-2번지,서울특별시 중랑구 신내로 66 (신내동),2069,아이봄 동물병원,2019-09-06 15:08,I,2019-09-08 2:22,,208374.5495,455862.279,동물병원,,0,
6169,동물병원,02_03_01_P,3210000,,2019-08-12,,1,영업/정상,0,정상,,,,,02-3471-0075,0,,서울특별시 서초구 서초동 1332-2 대한무지개종합상가 103호,"서울특별시 서초구 사임당로 151, 대한무지개종합상가 1층 103호 (서초동)",6624,에이비씨(ABC)동물병원,2020-09-16 18:40,U,2020-09-18 2:40,,202216.05,443352.0246,동물병원,,0,
6185,동물병원,02_03_01_P,3180000,,2019-08-14,,1,영업/정상,0,정상,,,,,02-2634-8275,0,,서울특별시 영등포구 영등포동4가 442 타임스퀘어,"서울특별시 영등포구 영중로 15, 타임스퀘어 지하층 B104호 (영등포동4가)",7305,러브펫 동물병원,2020-10-28 9:31,U,2020-10-30 2:40,,191385.0574,446098.5559,동물병원,,0,0
6192,동물병원,02_03_01_P,3140000,,2019-08-28,,1,영업/정상,0,정상,,,,,02-2642-7588,0,,서울특별시 양천구 신정동 982-4 M1~2층,서울특별시 양천구 신월로 355(신정동),8021,우리들동물메디컬센터,2024-04-05 9:10,U,2024-04-07 2:40,,187597.0628,446687.5437,동물병원,,0,0
6193,동물병원,02_03_01_P,3120000,,2019-10-01,,1,영업/정상,0,정상,,,,,02-333-7750,0,,서울특별시 서대문구 연희동 79-12,"서울특별시 서대문구 연희로 178, 1층 (연희동)",3723,헬로우 동물병원,2022-11-21 12:39,U,2022-11-23 2:40,,194255.3419,452277.6752,동물병원,,0,0
6197,동물병원,02_03_01_P,3210000,,2019-07-18,,1,영업/정상,0,정상,,,,,02-6949-3038,250.37,,서울특별시 서초구 반포동 739-32 제이디 빌딩,"서울특별시 서초구 강남대로79길 32, 제이디 빌딩 1층 (반포동)",6542,서초 이태형 동물병원,2023-01-27 14:32,U,2023-01-29 2:40,,201907.1922,444731.4409,동물병원,,0,0
6220,동물병원,02_03_01_P,4691000,,2015-05-11,,1,영업/정상,0,정상,,,,,,0,,,전북특별자치도 정읍시 충정로 349 (연지동),56159,수제동물병원,2024-04-26 10:57,U,2024-04-28 2:40,,186053.6179,230726.6673,동물병원,,0,0
6221,동물병원,02_03_01_P,4691000,,2015-12-02,,1,영업/정상,0,정상,,,,,,56.71,,,전북특별자치도 정읍시 충정로 92-1 (상동),56189,기린동물병원,2015-12-02 11:48,I,2024-01-19 1:16,,187935.1685,229125.2552,동물병원,,0,0
6312,동물병원,02_03_01_P,4181000,,2014-11-26,,1,영업/정상,0,정상,,,,,033-255-7582,121.35,,,강원특별자치도 춘천시 영서로 2755-1 (우두동),24237,땡큐,2017-12-20 17:25,I,2023-06-13 0:00,,263967.1085,488778.9504,동물병원,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6428,동물병원,02_03_01_P,5090000,,2016-03-09,,1,영업/정상,0,정상,,,,,,60,,,경상북도 영주시 영주로86번길 47-15 (가흥동),36134,준동물병원,2023-05-16 11:34,U,2023-05-26 8:48,,343551.1058,370048.4234,동물병원,,0,0
6434,동물병원,02_03_01_P,5090000,,2017-02-17,,1,영업/정상,0,정상,,,,,,84.72,,,경상북도 영주시 대학로164번길 8 (가흥동),36135,한성동물병원,2023-05-16 11:35,U,2023-05-26 8:48,,343481.7838,368913.343,동물병원,,0,0
6435,동물병원,02_03_01_P,5090000,,2017-04-10,,1,영업/정상,0,정상,,,,,,188.44,,,경상북도 영주시 시청로 20 (휴천동),36131,신세계동물병원,2023-05-16 11:35,U,2023-05-26 8:48,,344891.4317,368629.7039,동물병원,,0,0
6436,동물병원,02_03_01_P,5050000,,2016-12-23,,1,영업/정상,0,정상,,,,,054-771-0055,0,,,경상북도 경주시 용담로 12 (황성동),38087,공원옆 동물병원,2016-12-23 20:44,I,2018-08-31 23:59,,400430.5956,264568.5793,동물병원,,0,
6443,동물병원,02_03_01_P,5050000,,2016-12-01,,1,영업/정상,0,정상,,,,,,,,,경상북도 경주시 안강읍 화전길 46-1,38018,반석동물병원,2016-12-01 9:55,I,2018-08-31 23:59,,399567.5379,279049.2791,동물병원,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6610,동물병원,02_03_01_P,4671000,,1994-12-20,,1,영업/정상,0,정상,,,,,442-1593,0,,,"전북특별자치도 군산시 중앙로 56 (장재동, 해동가축병원약품)",54039,해동가축병원,2019-01-16 10:32,I,2024-01-19 1:16,,174713.6283,275502.6329,동물병원,,0,0
6683,동물병원,02_03_01_P,3180000,,2019-07-18,,1,영업/정상,0,정상,,,,,02-2677-2720,0,,서울특별시 영등포구 문래동3가 84-2번지 동국메뜨리앙,"서울특별시 영등포구 선유로 76, 동국메뜨리앙 206호 (문래동3가)",7294,캣앤캣 고양이 병원,2019-12-20 17:14,U,2019-12-22 2:40,,190199.2294,446496.8653,동물병원,,0,0
6684,동물병원,02_03_01_P,3100000,,2019-08-21,,1,영업/정상,0,정상,,,,,02-931-1333,311.65,,서울특별시 노원구 상계동 763-5,서울특별시 노원구 동일로 1333 (상계동),1767,브이아이피 동물의료센터,2021-04-19 9:47,U,2021-04-21 2:40,,205431.1635,460607.7241,동물병원,,0,
6689,동물병원,02_03_01_P,3210000,,2019-09-07,,1,영업/정상,0,정상,,,,,02-3474-7582,,,서울특별시 서초구 서초동 1605-5번지 서광빌딩,"서울특별시 서초구 효령로 347, 서광빌딩 1층 (서초동)",6643,서초이음동물병원,2019-09-07 13:47,I,2019-09-10 2:22,,201876.1475,442741.652,동물병원,,0,
6695,동물병원,02_03_01_P,3140000,,2019-12-05,,1,영업/정상,0,정상,,,,,02-2690-7579,98.17,,서울특별시 양천구 신월동 984-1번지 인산빌딩,"서울특별시 양천구 지양로 7, 인산빌딩 1층 (신월동)",8044,해맞이 동물병원,2019-12-05 16:22,I,2019-12-07 0:23,,185585.9902,446145.0947,동물병원,,0,
6699,동물병원,02_03_01_P,3220000,,2019-11-10,,1,영업/정상,0,정상,,,,,02-544-2882,,,서울특별시 강남구 청담동 52-6 301호,"서울특별시 강남구 도산대로 540, 301호 (청담동)",6071,청담리덴동물치과병원,2023-02-02 9:51,U,2023-02-04 2:40,,204594.0432,446919.6413,동물병원,,0,0
6741,동물병원,02_03_01_P,3180000,,2022-04-06,,1,영업/정상,0,정상,,,,,02-2135-7228,,,서울특별시 영등포구 대림동 1127 e편한세상 영등포 아델포레,"서울특별시 영등포구 신길로 29, 105동 116호 (대림동, e편한세상 영등포 아델포레)",7440,동물병원예지,2022-04-06 16:43,I,2022-04-08 0:22,,191711.3192,443582.2035,동물병원,,0,0
6749,동물병원,02_03_01_P,3100000,,2022-03-14,,1,영업/정상,0,정상,,,,,02-936-5500,0,,서울특별시 노원구 상계동 964-5 부흥빌딩,"서울특별시 노원구 동일로 1598, 부흥빌딩 1, 2층 (상계동)",1631,노원 바른 동물의료센터,2022-03-14 15:25,I,2022-03-16 0:22,,204909.4643,463186.2717,동물병원,,0,0
6770,동물병원,02_03_01_P,3230000,,2022-03-31,,1,영업/정상,0,정상,,,,,02-830-1494,0,,서울특별시 송파구 방이동 180-3 올림픽타워빌,"서울특별시 송파구 백제고분로 506, 4층 (방이동, 올림픽타워빌)",5627,베를린 동물치과센터,2022-08-25 15:01,U,2022-08-27 2:40,,210147.6494,445888.0447,동물병원,,0,0
6850,동물병원,02_03_01_P,5190000,,2012-07-10,,1,영업/정상,0,정상,,,,,,46.21,,,경상북도 청도군 청도읍 고수산복길 13-1,38344,현 동물병원,2019-03-05 17:53,U,2019-03-07 2:40,,357283.9425,239859.408,동물병원,,0,
6855,동물병원,02_03_01_P,5200000,,2007-03-27,,1,영업/정상,0,정상,,,,,054-955-0058,31,,,경상북도 고령군 대가야읍 쾌빈3길 2,40135,라파동물병원,2017-05-30 15:48,I,2018-08-31 23:59,,315002.3487,248909.7918,동물병원,,0,
6862,동물병원,02_03_01_P,5090000,,2015-02-24,,1,영업/정상,0,정상,,,,,,69,,,경상북도 영주시 원당로 36-1 (가흥동),36105,수동물병원,2023-05-16 11:34,U,2023-05-26 8:48,,344465.0524,369740.2985,동물병원,,0,0
6863,동물병원,02_03_01_P,5090000,,2015-10-14,,1,영업/정상,0,정상,,,,,054-637-9120,180,,,경상북도 영주시 순흥면 소백로2481번길 33,36015,국립공원야생생물보전원 중부보전센터,2023-11-16 11:06,U,2023-11-18 2:40,,338638.8677,380295.7041,동물병원,,L00,0
6909,동물병원,02_03_01_P,3230000,,2018-08-20,,1,영업/정상,0,정상,,,,,0507-1330-1480,0,,서울특별시 송파구 잠실동 40-1 롯데월드 1층 S-911호,"서울특별시 송파구 올림픽로 240, 롯데월드 1층 S-911호 (잠실동)",5554,웰니스동물병원(롯데월드점),2022-12-29 15:25,U,2022-12-31 2:40,,208589.3633,445455.9041,동물병원,,0,0
6943,동물병원,02_03_01_P,4950000,,2014-11-05,,1,영업/정상,0,정상,,,,,287-0275,0,,,전라남도 무안군 삼향읍 남악4로 50 (골든스위트 114호),58567,남악동물병원,2019-01-16 13:22,U,2019-01-18 2:40,,151101.0448,145882.887,동물병원,,0,
6944,동물병원,02_03_01_P,4950000,,2016-05-31,,1,영업/정상,0,정상,,,,,282-7553,0,,,전라남도 무안군 삼향읍 남악3로 74 (유풍프라자),58567,아빠손동물병원,2020-05-19 11:04,U,2020-05-21 2:40,,150578.6663,146076.8425,동물병원,,0,
7013,동물병원,02_03_01_P,4960000,,2004-05-03,,1,영업/정상,0,정상,,,,,,77,,,전라남도 함평군 함평읍 내바람길 53,57153,천지동물병원,2023-12-19 10:06,U,2023-12-21 2:40,,156283.8729,173869.7979,동물병원,,0,0
7022,동물병원,02_03_01_P,4960000,,2017-04-12,,1,영업/정상,0,정상,,,,,324-0045,109,,,전라남도 함평군 학교면 함장로 1202-118,57158,함평축협동물병원,2017-04-13 17:52,I,2018-08-31 23:59,,157032.1456,172598.5079,동물병원,,L00,
7075,동물병원,02_03_01_P,5020000,,2013-07-18,,1,영업/정상,0,정상,,,,,,0,,,경상북도 포항시 남구 오천읍 원동로 59,37883,문덕동물병원,2013-07-18 16:56,I,2018-08-31 23:59,,416643.8215,276884.2463,동물병원,,0,
