개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,Latitude,Longitude,축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총인원,진료시간,위치정보,홈페이지
3240000,3.24E+17,2021-06-21,,1,영업/정상,0,정상,,,,,02-457-0075,0,,서울특별시 강동구 길동 236-7,"서울특별시 강동구 천호대로 1171, 지하1층,2층,3층 (길동)",5356,로얄동물메디컬센터 강동,2024-01-24 14:08,U,07:00.0,,37.5341569,127.1413865,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3010000,3.01E+17,19950802,,1,영업/정상,0,정상,,,,,2263-6134,0,,서울특별시 중구 충무로4가 93-1,서울특별시 중구 퇴계로 227 (충무로4가),4558,대한동물병원,2022-07-05 16:47,U,07:00.0,,37.5623301,126.9958453,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3190000,3.19E+17,2020-02-04,,1,영업/정상,0,정상,,,,,02-812-7585,258.72,,서울특별시 동작구 상도1동 623,서울특별시 동작구 양녕로 277-1 (상도1동),6919,품 동물의료센터,2023-06-01 11:40,U,03:00.0,,37.5043895,126.9493961,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3000000,3.00E+17,1999-04-23,,1,영업/정상,0,정상,,,,,379-7575,0,,서울특별시 종로구 평창동 158-1 글로리아타운,"서울특별시 종로구 평창문화로 75, 글로리아타운 111호 (평창동)",3009,월드펫동물병원,2023-03-17 15:58,U,09:00.0,,37.6068198,126.9692177,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3240000,3.24E+17,2022-06-30,,1,영업/정상,0,정상,,,,,02-6949-2475,322,,서울특별시 강동구 성내동 549-1 씨네월드,"서울특별시 강동구 성내로 48, 씨네월드 1층 (성내동)",5399,더파크동물의료센터,2023-08-02 11:57,U,05:00.0,,37.5285304,127.1251485,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3090000,3.09E+17,20220427,,1,영업/정상,0,정상,,,,,907-7512,46.02,,서울특별시 도봉구 쌍문동 262-10 104호,"서울특별시 도봉구 시루봉로 59, 104호 (쌍문동)",1375,사랑해요동물병원,2022-04-27 10:46,I,09:00.0,,37.6561902,127.0277183,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3200000,3.20E+17,20220427,,1,영업/정상,0,정상,,,,,,,,서울특별시 관악구 봉천동 300-17 관악구재향군인회,"서울특별시 관악구 낙성대로 32, 관악구재향군인회 301호 (봉천동)",8790,닥터펫보리 특수클리닉,2022-04-27 10:06,I,09:00.0,,37.4756641,126.9587687,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3220000,3.22E+17,20220427,,1,영업/정상,0,정상,,,,,02-797-4408,178.35,,서울특별시 강남구 역삼동 827-67,"서울특별시 강남구 테헤란로8길 46, 2층 (역삼동)",6240,동물치과병원메이,2022-04-27 13:27,I,09:00.0,,37.4958617,127.0322271,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3010000,3.01E+17,19950512,,1,영업/정상,0,정상,,,,,2278-0075,0,,서울특별시 중구 묵정동 32-1,서울특별시 중구 퇴계로 254-1 (묵정동),4619,황동물병원,2022-07-05 16:42,U,07:00.0,,37.5623708,127.0000055,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3130000,3.13E+17,20220502,,1,영업/정상,0,정상,,,,,0507-1350-7229,0,,서울특별시 마포구 신수동 462 신촌숲아이파크,"서울특별시 마포구 광성로 17, 상가동 135, 136호 (신수동, 신촌숲아이파크)",4094,신촌 숲 동물병원,2022-08-22 20:52,U,04:00.0,,37.5499797,126.934979,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3050000,3.05E+17,20220426,,1,영업/정상,0,정상,,,,,262170202,,,서울특별시 동대문구 답십리동 259-22,"서울특별시 동대문구 전농로 57-1, 1층,2층,지하1층 동대문 루시드 동물메디컬센터 (답십리동)",2600,동대문 루시드 동물메디컬센터,2022-08-19 16:17,U,01:00.0,,37.5700851,127.0568793,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3190000,3.19E+17,20070522,,1,영업/정상,0,정상,,,,,02-3471-0375,99,,서울특별시 동작구 사당동 1019-54 오사빌딩 1층,서울특별시 동작구 동작대로 47 (사당동),7014,다나동물병원,2022-11-03 14:00,U,05:00.0,,37.4809108,126.9812668,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20180514,,1,영업/정상,0,정상,,,,,02-797-1275,73,,서울특별시 용산구 한강로3가 63-389 용산시티파크1단지 101동 101호,"서울특별시 용산구 서빙고로 35, 101동 101호 (한강로3가, 용산시티파크1단지)",4385,워너비동물병원 용산점,2022-04-28 10:27,U,00:00.0,,37.5250734,126.9689153,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3010000,3.01E+17,19900925,,1,영업/정상,0,정상,,,,,2274-8558,0,,서울특별시 중구 필동2가 53,서울특별시 중구 퇴계로 226 (필동2가),4624,윤신근박사동물병원,2022-07-05 16:43,U,07:00.0,,37.5587734,126.9947209,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3000000,3.00E+17,20200517,,1,영업/정상,0,정상,,,,,02-733-6030,326.5,,서울특별시 종로구 신교동 70-10번지 ,"서울특별시 종로구 자하문로 95, 신교빌딩 1층 (신교동)",3032,선동물병원,2020-05-17 10:59,I,23:19.0,,37.5844499,126.9699805,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3000000,3.00E+17,20011211,,1,영업/정상,0,정상,,,,,02-744-9098,0,,서울특별시 종로구 창신동 80-1 ,서울특별시 종로구 지봉로 53-1 (창신동),,해동물병원,2020-11-10 13:02,U,40:00.0,,37.5749017,127.0155112,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3000000,3.00E+17,20021025,,1,영업/정상,0,정상,,,,,391-4575,46.22,,서울특별시 종로구 홍지동 127-7번지 5통5반 지층 3호,서울특별시 종로구 자하문로 293 (홍지동),3021,북악동물병원,2019-04-29 17:31,U,40:00.0,,37.6007992,126.9565688,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3000000,3.00E+17,20080306,,1,영업/정상,0,정상,,,,,3676-1190,42.58,,서울특별시 종로구 숭인동 52-8번지 ,서울특별시 종로구 지봉로 96-3 (숭인동),,우리동물병원,2008-03-14 10:32,I,59:59.0,,37.578706,127.0156445,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3000000,3.00E+17,20090708,,1,영업/정상,0,정상,,,,,02-735-7530,45,,서울특별시 종로구 내자동 125-3번지 ,서울특별시 종로구 사직로12길 2 (내자동),,누리봄동물병원,2009-07-08 11:53,I,59:59.0,,37.5764527,126.9719929,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3000000,3.00E+17,20160211,,1,영업/정상,0,정상,,,,,722-8275,0,,서울특별시 종로구 통인동 147-7 씨에스코즈빌 ,"서울특별시 종로구 자하문로 35-3, 씨에스코즈빌 101호 (통인동)",3040,광화문동물병원,2020-07-31 15:26,U,40:00.0,,37.5801609,126.9702192,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3000000,3.00E+17,19950905,,1,영업/정상,0,정상,,,,,3672-8441,53.7,,서울특별시 종로구 명륜2가 5-99번지 1통3반 방산빌라 402호,서울특별시 종로구 창경궁로 261 (명륜2가),3075,대학로동물병원,2019-04-29 17:30,U,40:00.0,,37.5846997,126.9990412,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3230000,3.23E+17,2022-11-04,,1,영업/정상,0,정상,,,,,02-6953-7502,0,,서울특별시 송파구 삼전동 28-2,"서울특별시 송파구 삼전로 56, 1~4층 (삼전동)",5581,리베동물메디컬센터,2024-05-22 9:41,U,04:00.0,,37.5037618,127.0878801,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3000000,3.00E+17,2017-11-16,,1,영업/정상,0,정상,,,,,,0,,서울특별시 종로구 홍파동 42-13 경희궁자이 2단지 상가동 2229호,"서울특별시 종로구 송월길 99, 상가동 2층 2229호 (홍파동, 경희궁자이 2단지)",3165,경희궁 바른 동물병원,2023-03-31 9:34,U,02:00.0,,37.5704927,126.963397,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3010000,3.01E+17,20190513,,1,영업/정상,0,정상,,,,,02-2038-7555,91,,서울특별시 중구 신당동 102-6번지 ,"서울특별시 중구 다산로 230, 하나빌딩 1층 (신당동)",4585,메종동물병원,2019-05-13 9:02,I,21:01.0,,37.5634982,127.0159751,동물병원,,,0,0,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3010000,3.01E+17,19920212,,1,영업/정상,0,정상,,,,,2237-3366,306,,서울특별시 중구 신당동 336-3 명덕빌딩,"서울특별시 중구 다산로 175, 명덕빌딩 (신당동)",4608,바우미우동물병원,2022-07-05 16:49,U,07:00.0,,37.5592923,127.0128412,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3010000,3.01E+17,20190620,,1,영업/정상,0,정상,,,,,02-2234-7585,52.89,,서울특별시 중구 황학동 2545 롯데캐슬베네치아,"서울특별시 중구 청계천로 400, 지하 1층 (황학동, 롯데캐슬베네치아)",4572,웰니스클리닉(청계천점),2022-12-29 18:12,U,01:00.0,,37.5709778,127.021434,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3010000,3.01E+17,2021-11-17,,1,영업/정상,0,정상,,,,,,0,,서울특별시 중구 신당동 855 신당 파인힐 하나유보라,"서울특별시 중구 왕십리로 407, B1-1호 (신당동, 신당 파인힐 하나유보라)",4580,24시SD동물영상의료센터,2023-10-23 13:34,U,05:00.0,,37.5642528,127.0249164,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3210000,3.21E+17,20221018,,1,영업/정상,0,정상,,,,,02-521-0525,97.48,,서울특별시 서초구 서초동 1600-11 서초레몬 201호,"서울특별시 서초구 서초중앙로 45, 서초레몬 2층 201호 (서초동)",6654,시니어 동물병원,2022-11-22 16:05,U,04:00.0,,37.4857848,127.0154469,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3010000,3.01E+17,2019-04-01,,1,영업/정상,0,정상,,,,,02-2232-9702,144,,서울특별시 중구 신당동 353-130,"서울특별시 중구 다산로 83-1, 3층 (신당동)",4599,애니컴 메디컬센터,2023-11-24 15:30,U,06:00.0,,37.5520737,127.0080362,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3010000,3.01E+17,2019-08-01,,1,영업/정상,0,정상,,,,,02-6965-7502,0,,서울특별시 중구 을지로5가 133-1 뉴천지관광호텔,"서울특별시 중구 을지로38길 20, 뉴천지관광호텔 2층 (을지로5가)",4561,헬릭스동물심장수술센터,2023-06-19 18:21,U,01:00.0,,37.5659043,127.0033344,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3010000,3.01E+17,2011-06-30,,1,영업/정상,0,정상,,,,,02-393-7588,0,,서울특별시 중구 만리동2가 273 서울역센트럴자이,"서울특별시 중구 만리재로 175, 지하1층 401-1호 (만리동2가, 서울역센트럴자이)",4500,백슬동물병원,2023-07-19 15:33,U,01:00.0,,37.554538,126.9636814,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3010000,3.01E+17,2021-11-17,,1,영업/정상,0,정상,,,,,02-2039-0303,0,,서울특별시 중구 신당동 855 신당 파인힐 하나유보라,"서울특별시 중구 왕십리로 407, 신당 파인힐 하나유보라 B1층 03,04,05호 (신당동, 신당 파인힐 하나유보라)",4580,24시SD동물의료센터성동,2024-05-28 18:02,U,00:00.0,,37.5642528,127.0249164,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3010000,3.01E+17,2020-06-25,,1,영업/정상,0,정상,,,,,02-2253-2233,0,,서울특별시 중구 황학동 1596,"서울특별시 중구 난계로 197, 1,2,4층 (황학동)",4574,웰튼동물의료센터,2024-03-14 7:37,U,06:00.0,,37.5691104,127.0232663,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20110126,,1,영업/정상,0,정상,,,,,713-0053,32.4,,서울특별시 용산구 원효로1가 133-3번지 리첸시아 용산 A동 106호,"서울특별시 용산구 백범로 341, A동 지상1층 106호 (원효로1가, 리첸시아 용산)",4315,엉클장동물병원,2019-03-06 14:03,U,40:00.0,,37.5417168,126.9696103,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20051104,,1,영업/정상,0,정상,,,,,795-2184,36.19,,서울특별시 용산구 한남동 653-26번지 ,서울특별시 용산구 대사관로 32 (한남동),4403,펫토이동물병원,2019-03-06 14:01,U,40:00.0,,37.5335085,127.0016834,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20021223,,1,영업/정상,0,정상,,,,,778-7582,51.4,,서울특별시 용산구 후암동 63-1번지 지상1층 ,"서울특별시 용산구 후암로 51, 지상1층 (후암동)",4325,남산동물병원,2019-03-06 13:57,U,40:00.0,,37.5504983,126.9771055,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20021223,,1,영업/정상,0,정상,,,,,711-4527,0,,서울특별시 용산구 효창동 70-11번지 ,서울특별시 용산구 백범로 293 (효창동),4317,효창동물병원,2019-03-06 13:57,U,40:00.0,,37.5393178,126.9618868,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20190419,,1,영업/정상,0,정상,,,,,02-719-8275,,,서울특별시 용산구 청파동2가 90-20번지 지상1층 ,"서울특별시 용산구 청파로47길 16, 지상1층 (청파동2가)",4309,원스동물병원,2019-04-19 14:08,I,20:27.0,,37.5449793,126.9694907,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20210423,,1,영업/정상,0,정상,,,,,02-6956-2280,148.05,,서울특별시 용산구 한남동 737-4 1층 ,"서울특별시 용산구 이태원로 227, 1층 (한남동)",4349,더벳한남동물병원,2021-04-30 10:09,U,40:00.0,,37.5356651,126.9988257,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20021227,,1,영업/정상,0,정상,,,,,3273-0075,0,,서울특별시 용산구 원효로2가 84-10번지 신영빌딩 ,"서울특별시 용산구 원효로 171, 신영빌딩 (원효로2가)",4364,열린동물종합병원,2019-03-06 13:59,U,40:00.0,,37.5355939,126.9617775,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20110131,,1,영업/정상,0,정상,,,,,3275-0079,52.63,,서울특별시 용산구 효창동 79-1번지 지상1층 ,"서울특별시 용산구 백범로 285, 지상1층 (효창동)",4318,펫동물병원,2019-03-06 14:04,U,40:00.0,,37.5395968,126.9610827,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20110819,,1,영업/정상,0,정상,,,,,706-7975,0,,서울특별시 용산구 산천동 93-1번지 ,서울특별시 용산구 효창원로 14 (산천동),4360,차오름동물병원,2019-03-06 14:06,U,40:00.0,,37.5356026,126.9532218,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20120102,,1,영업/정상,0,정상,,,,,794-1255,191,,서울특별시 용산구 한남동 707-36번지 한남프라자 2층 ,"서울특별시 용산구 한남대로 76, 한남프라자 2층 (한남동)",4418,달래동물의료센터,2019-11-22 8:53,U,40:00.0,,37.5355647,127.0065155,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20120307,,1,영업/정상,0,정상,,,,,707-2235,94.77,,서울특별시 용산구 산천동 202번지 삼성테마트 119호 ,"서울특별시 용산구 원효로 51, 119호 (산천동, 삼성테마트)",4359,민트동물병원,2019-12-06 13:07,U,40:00.0,,37.5339827,126.9503898,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20131028,,1,영업/정상,0,정상,,,,,02-790-7508,42.75,,서울특별시 용산구 용산동2가 45-1번지 106호 ,"서울특별시 용산구 신흥로 54, 106호 (용산동2가, 북동연립)",4339,퍼스동물병원,2019-03-06 14:09,U,40:00.0,,37.5431004,126.9878326,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20161021,,1,영업/정상,0,정상,,,,,02-792-2561,48,,서울특별시 용산구 용산동5가 24번지 파크타워 지하1층 비21호,"서울특별시 용산구 서빙고로 67, 지하1층 비21호 (용산동5가, 파크타워)",4385,바다동물병원(Bada Animal Hospital),2019-03-06 14:11,U,40:00.0,,37.5219023,126.9744171,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20170308,,1,영업/정상,0,정상,,,,,02-749-7588,40.51,,서울특별시 용산구 이촌동 300-23번지 한강맨션 11동 102호,"서울특별시 용산구 이촌로 248, 11동 102호 (이촌동, 한강맨션)",4426,베이동물병원,2019-03-06 14:12,U,40:00.0,,37.5193297,126.9750267,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20030801,,1,영업/정상,0,정상,,,,,749-8275,0,,서울특별시 용산구 용산동2가 45-7,서울특별시 용산구 신흥로 36-1 (용산동2가),4339,한사랑동물병원,2022-05-24 15:18,U,06:00.0,,37.5417046,126.9873984,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20090415,,1,영업/정상,0,정상,,,,,798-7512,49.58,,"서울특별시 용산구 이촌동 301-263 렉스상가 8-1,8-2호 ","서울특별시 용산구 이촌로 300, 렉스상가 8-1,8-2호 (이촌동)",4425,금강동물병원,2021-07-19 15:33,U,40:00.0,,37.517895,126.9800405,동물병원,,,0,0,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20090501,,1,영업/정상,0,정상,,,,,792-7585,0,,서울특별시 용산구 이태원동 225-93번지 ,서울특별시 용산구 회나무로13길 6 (이태원동),4344,라온동물병원,2019-03-06 14:02,U,40:00.0,,37.5396459,126.9895614,동물병원,,,0,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20021230,,1,영업/정상,0,정상,,,,,719-7070,35.82,,서울특별시 용산구 용문동 25-36,서울특별시 용산구 새창로 122-2(용문동),4363,원효종합동물병원,2022-07-06 16:41,U,08:00.0,,37.5365398,126.9607317,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,2012-06-20,,1,영업/정상,0,정상,,,,,797-6677,140.4,,서울특별시 용산구 이태원동 531,"서울특별시 용산구 녹사평대로 210, 지하1, 1, 2층층 일부호 (이태원동)",4345,이태원동물병원,2023-08-08 14:47,U,00:00.0,,37.5364077,126.9872392,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,2017-09-26,,1,영업/정상,0,정상,,,,,02-792-8275,224.4,,서울특별시 용산구 한남동 29-6 아이리스프라자 지상3층,"서울특별시 용산구 독서당로 81-1, 아이리스프라자 지상3층 (한남동)",4419,더힐동물의료센터,2023-12-05 9:04,U,07:00.0,,37.5346908,127.0096041,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20161215,,1,영업/정상,0,정상,,,,,02-793-0075,248.47,,서울특별시 용산구 이촌동 302-88 지상1층 101호,"서울특별시 용산구 이촌로64길 24, 지상1층 101호 (이촌동)",4427,24시 시유동물메디컬센터,2022-08-11 17:55,U,03:00.0,,37.5200071,126.9699075,,,,,,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
3020000,3.02E+17,20101029,,1,영업/정상,0,정상,,,,,773-1119,74.43,,서울특별시 용산구 후암동 244-11 ,서울특별시 용산구 후암로 32 (후암동),4331,아프리카동물병원,2021-08-02 10:04,U,40:00.0,,37.5487103,126.9779393,동물병원,,,0,0,"월
10:00 - 18:30
화
10:00 - 18:30
수
10:00 - 18:30
목
10:00 - 18:30
금
10:00 - 18:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)",,
